Fecha de la orden;SKU;Modelo;Producto;Color;Talla;Cant. ordenada;Vendedor;FECHA
13/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
13/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
13/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Grandplaz ;junio-2026
13/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
13/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;Cerro Verde ;junio-2026
13/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Cerro Verde ;junio-2026
13/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
13/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;La Grieta;junio-2026
13/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
13/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;La Grieta;junio-2026
13/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
13/06/2026;PONKI63EQ;PONCHO KIDS;[PONKI63EQ] PONCHO KIDS (Verde Agua);Verde Agua;Kids;1,00;Sambil Valencia;junio-2026
13/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Sambil Valencia;junio-2026
13/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Valencia;junio-2026
13/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
13/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
13/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
13/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;La Grieta;junio-2026
13/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
13/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
13/06/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Sambil Chacao ;junio-2026
13/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Cerro Verde ;junio-2026
13/06/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Cerro Verde ;junio-2026
13/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Cerro Verde ;junio-2026
13/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;junio-2026
14/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
14/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
14/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
14/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
14/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Sambil Valencia;junio-2026
14/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
14/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Cerro Verde ;junio-2026
14/06/2026;PONC01EQ;PONCHO ADULTO;[PONC01EQ] PONCHO ADULTO (AGUAMARINA);Aguamarina;Adulto;1,00;Cerro Verde ;junio-2026
14/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;La Grieta;junio-2026
14/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;La Grieta;junio-2026
14/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;-1,00;La Grieta;junio-2026
14/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;La Grieta;junio-2026
14/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
14/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Sambil Chacao ;junio-2026
14/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
14/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
14/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
14/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;50,00;Pedidos;junio-2026
15/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Tolon;junio-2026
15/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Grandplaz ;junio-2026
15/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
15/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;PONKI63EQ;PONCHO KIDS;[PONKI63EQ] PONCHO KIDS (Verde Agua);Verde Agua;Kids;1,00;Cerro Verde ;junio-2026
15/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
15/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Grandplaz ;junio-2026
15/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;WEB;junio-2026
15/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;WEB;junio-2026
15/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;La Grieta;junio-2026
15/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;La Grieta;junio-2026
15/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;La Grieta;junio-2026
15/06/2026;PONC152EQ;PONCHO ADULTO;[PONC152EQ] PONCHO ADULTO (VERDE);Verde;Adulto;1,00;Cerro Verde ;junio-2026
15/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;La Grieta;junio-2026
15/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Cerro Verde ;junio-2026
15/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
15/06/2026;PONC152EQ;PONCHO ADULTO;[PONC152EQ] PONCHO ADULTO (VERDE);Verde;Adulto;1,00;Cerro Verde ;junio-2026
15/06/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;Cerro Verde ;junio-2026
15/06/2026;PONC01EQ;PONCHO ADULTO;[PONC01EQ] PONCHO ADULTO (AGUAMARINA);Aguamarina;Adulto;1,00;Cerro Verde ;junio-2026
15/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;Sambil Valencia;junio-2026
15/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;Sambil Valencia;junio-2026
15/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Valencia;junio-2026
15/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
15/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
15/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Sambil Chacao ;junio-2026
15/06/2026;PONC12EQ;PONCHO KIDS;[PONC12EQ] PONCHO KIDS (Azul Marino);Azul Marino;Kids;1,00;Sambil Chacao ;junio-2026
15/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;0,00;Sambil Chacao ;junio-2026
16/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Tolon;junio-2026
16/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;WEB;junio-2026
16/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;La Grieta;junio-2026
16/06/2026;PONC01EQ;PONCHO ADULTO;[PONC01EQ] PONCHO ADULTO (AGUAMARINA);Aguamarina;Adulto;1,00;La Grieta;junio-2026
16/06/2026;PONC152EQ;PONCHO ADULTO;[PONC152EQ] PONCHO ADULTO (VERDE);Verde;Adulto;1,00;La Grieta;junio-2026
16/06/2026;PONKI35EQ;PONCHO KIDS;[PONKI35EQ] PONCHO KIDS (Magenta);Magenta;Kids;1,00;La Grieta;junio-2026
16/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;La Grieta;junio-2026
16/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;La Grieta;junio-2026
16/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;La Grieta;junio-2026
16/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;La Grieta;junio-2026
16/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
16/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;La Grieta;junio-2026
16/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
16/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
16/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;La Grieta;junio-2026
16/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
16/06/2026;BAC13BF;BACKPACK FLEX;[BAC13BF] BACKPACK FLEX (Azul Rey);Azul Rey;�nica;1,00;Sambil Chacao ;junio-2026
16/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Sambil Chacao ;junio-2026
16/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
16/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
16/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Tolon;junio-2026
16/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
16/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
16/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;La Grieta;junio-2026
17/06/2026;PONC152EQ;PONCHO ADULTO;[PONC152EQ] PONCHO ADULTO (VERDE);Verde;Adulto;1,00;Cerro Verde ;junio-2026
17/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;La Grieta;junio-2026
17/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Tolon;junio-2026
17/06/2026;PONC12EQ;PONCHO KIDS;[PONC12EQ] PONCHO KIDS (Azul Marino);Azul Marino;Kids;2,00;Cerro Verde ;junio-2026
17/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
17/06/2026;PONKI09EQ;PONCHO KIDS;[PONKI09EQ] PONCHO KIDS (Azul Cielo);Azul Cielo;Kids;1,00;Cerro Verde ;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Tolon;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;La Grieta;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Tolon;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;PONC43EQ;PONCHO KIDS;[PONC43EQ] PONCHO KIDS (Negro);Negro;Kids;1,00;Sambil Chacao ;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Sambil Valencia;junio-2026
17/06/2026;PONC12EQ;PONCHO KIDS;[PONC12EQ] PONCHO KIDS (Azul Marino);Azul Marino;Kids;1,00;La Grieta;junio-2026
17/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Sambil Valencia;junio-2026
17/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
17/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;La Grieta;junio-2026
17/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Valencia;junio-2026
17/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;La Grieta;junio-2026
17/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;La Grieta;junio-2026
17/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;La Grieta;junio-2026
17/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Grandplaz ;junio-2026
17/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;La Grieta;junio-2026
17/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;La Grieta;junio-2026
17/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Sambil Chacao ;junio-2026
17/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;Sambil Chacao ;junio-2026
17/06/2026;PONC151EQ;PONCHO ADULTO;[PONC151EQ] PONCHO ADULTO (AZUL);Azul;Adulto;1,00;Sambil Chacao ;junio-2026
17/06/2026;PONC152EQ;PONCHO ADULTO;[PONC152EQ] PONCHO ADULTO (VERDE);Verde;Adulto;1,00;Cerro Verde ;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Cerro Verde ;junio-2026
17/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Tolon;junio-2026
17/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;CIT152CIB;CITYBAG;[CIT152CIB] CITYBAG (Verde);Verde;�nica;1,00;La Grieta;junio-2026
18/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;5,00;Pedidos;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Cerro Verde ;junio-2026
18/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;La Grieta;junio-2026
18/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;La Grieta;junio-2026
18/06/2026;CIT12CIB;CITYBAG;[CIT12CIB] CITYBAG (Azul Marino);Azul Marino;�nica;1,00;La Grieta;junio-2026
18/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;La Grieta;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Cerro Verde ;junio-2026
18/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;BAC13BF;BACKPACK FLEX;[BAC13BF] BACKPACK FLEX (Azul Rey);Azul Rey;�nica;1,00;Cerro Verde ;junio-2026
18/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;Cerro Verde ;junio-2026
18/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Cerro Verde ;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Valencia;junio-2026
18/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;La Grieta;junio-2026
18/06/2026;CIT166CIB;CITYBAG;[CIT166CIB] CITYBAG (Gris);Gris;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;EC176UN;ECO BAG;[EC176UN] ECO BAG (Ondas/Verde);Verde;�nica;1,00;La Grieta;junio-2026
18/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;La Grieta;junio-2026
18/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
18/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Sambil Chacao ;junio-2026
18/06/2026;PONKI63EQ;PONCHO KIDS;[PONKI63EQ] PONCHO KIDS (Verde Agua);Verde Agua;Kids;1,00;Sambil Valencia;junio-2026
18/06/2026;CAVAP15135L;CAVAPACK 35L;[CAVAP15135L] CAVAPACK 35L (Azul);Azul;35L;1,00;Cerro Verde ;junio-2026
18/06/2026;BAC33BF;BACKPACK FLEX;[BAC33BF] BACKPACK FLEX (Kaki);Kaki;�nica;1,00;Cerro Verde ;junio-2026
18/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Tolon;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Tolon;junio-2026
18/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Cerro Verde ;junio-2026
18/06/2026;BAC43BF;BACKPACK FLEX;[BAC43BF] BACKPACK FLEX (Negro);Negro;�nica;1,00;Pedidos;junio-2026
18/06/2026;CAVAP4335L;CAVAPACK 35L;[CAVAP4335L] CAVAPACK 35L (Negro);Negro;35L;1,00;Tolon;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Pedidos;junio-2026
18/06/2026;EC174UN;ECO BAG;[EC174UN] ECO BAG (Ovalo/Azul);Azul;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;CIT70CIB;CITYBAG;[CIT70CIB] CITYBAG (Vinotinto);Vinotinto;�nica;1,00;Tolon;junio-2026
18/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Pedidos;junio-2026
18/06/2026;EC173UN;ECO BAG;[EC173UN] ECO BAG (Palmeras/Azul);Azul;�nica;1,00;Pedidos;junio-2026
18/06/2026;EC175UN;ECO BAG;[EC175UN] ECO BAG (Daily/Negro);Negro;�nica;1,00;Sambil Chacao ;junio-2026
18/06/2026;EC172UN;ECO BAG;[EC172UN] ECO BAG (Made in Venezuela/Verde);Verde;�nica;1,00;Tolon;junio-2026
