Fecha de la orden;SKU;Variante del producto;MODELO;COLOR;TALLA;Cant. ordenada;UBICACI�N;FECHA
12/02/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Sambil Valencia;febrero-2026
12/02/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Sambil Valencia;febrero-2026
13/02/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;La Grieta;febrero-2026
13/02/2026;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Sambil Valencia;febrero-2026
13/02/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;La Grieta;febrero-2026
13/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Valencia;febrero-2026
13/02/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Cerro Verde ;febrero-2026
13/02/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Cerro Verde ;febrero-2026
14/02/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Valencia;febrero-2026
14/02/2026;POLPLCA14TS;[POLPLCA14TS] CLASSIC POLO (S, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;S;1,00;Sambil Chacao ;febrero-2026
14/02/2026;POLPLCA33TM;[POLPLCA33TM] CLASSIC POLO (M, Beige - Oxford Tan);CLASSIC POLO;Beige;M;1,00;La Grieta;febrero-2026
15/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;-1,00;Cerro Verde ;febrero-2026
15/02/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Cerro Verde ;febrero-2026
17/02/2026;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;Sambil Chacao ;febrero-2026
17/02/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Sambil Chacao ;febrero-2026
17/02/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Cerro Verde ;febrero-2026
18/02/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;2,00;Sambil Valencia;febrero-2026
18/02/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;-2,00;Sambil Valencia;febrero-2026
18/02/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;2,00;Sambil Valencia;febrero-2026
18/02/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;Cerro Verde ;febrero-2026
19/02/2026;POLPLCA50TL;[POLPLCA50TL] CLASSIC POLO (L, Rojo - Rush);CLASSIC POLO;Rojo;L;1,00;La Grieta;febrero-2026
19/02/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;La Grieta;febrero-2026
19/02/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;-1,00;Sambil Chacao ;febrero-2026
20/02/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;Cerro Verde ;febrero-2026
21/02/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;-1,00;Cerro Verde ;febrero-2026
21/02/2026;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Cerro Verde ;febrero-2026
22/02/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Sambil Chacao ;febrero-2026
22/02/2026;POLPLCA14TS;[POLPLCA14TS] CLASSIC POLO (S, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;S;1,00;Cerro Verde ;febrero-2026
22/02/2026;POLPLCA50TS;[POLPLCA50TS] CLASSIC POLO (S, Rojo - Rush);CLASSIC POLO;Rojo;S;1,00;Cerro Verde ;febrero-2026
23/02/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;La Grieta;febrero-2026
23/02/2026;POLPLCA33TS;[POLPLCA33TS] CLASSIC POLO (S, Beige - Oxford Tan);CLASSIC POLO;Beige;S;1,00;Cerro Verde ;febrero-2026
24/02/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Cerro Verde ;febrero-2026
24/02/2026;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Cerro Verde ;febrero-2026
24/02/2026;POLPLCA33TS;[POLPLCA33TS] CLASSIC POLO (S, Beige - Oxford Tan);CLASSIC POLO;Beige;S;1,00;La Grieta;febrero-2026
24/02/2026;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;La Grieta;febrero-2026
25/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;La Grieta;febrero-2026
25/02/2026;POLPLCA16T2XL;[POLPLCA16T2XL] CLASSIC POLO (2XL, Blanco - Blanco);CLASSIC POLO;Blanco;2XL;1,00;La Grieta;febrero-2026
26/02/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Cerro Verde ;febrero-2026
26/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;febrero-2026
28/02/2026;POLPLCA14T2XL;[POLPLCA14T2XL] CLASSIC POLO (2XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;2XL;1,00;La Grieta;febrero-2026
28/02/2026;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Sambil Valencia;febrero-2026
28/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;La Grieta;febrero-2026
28/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;-1,00;La Grieta;febrero-2026
28/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;La Grieta;febrero-2026
28/02/2026;POLPLCA14TM;[POLPLCA14TM] CLASSIC POLO (M, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;M;1,00;Cerro Verde ;febrero-2026
28/02/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;febrero-2026
04/03/2026;POLPLCA50TL;[POLPLCA50TL] CLASSIC POLO (L, Rojo - Rush);CLASSIC POLO;Rojo;L;1,00;La Grieta;marzo-2026
04/03/2026;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Grandplaz ;marzo-2026
05/03/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;La Grieta;marzo-2026
05/03/2026;POLPLCA50T2XL;[POLPLCA50T2XL] CLASSIC POLO (2XL, Rojo - Rush);CLASSIC POLO;Rojo;2XL;1,00;Sambil Valencia;marzo-2026
06/03/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;La Grieta;marzo-2026
08/03/2026;POLPLCA14T2XL;[POLPLCA14T2XL] CLASSIC POLO (2XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;2XL;1,00;Sambil Valencia;marzo-2026
08/03/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Sambil Valencia;marzo-2026
09/03/2026;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Cerro Verde ;marzo-2026
10/03/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Cerro Verde ;marzo-2026
10/03/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Cerro Verde ;marzo-2026
11/03/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;-1,00;Cerro Verde ;marzo-2026
11/03/2026;POLPLCA33TS;[POLPLCA33TS] CLASSIC POLO (S, Beige - Oxford Tan);CLASSIC POLO;Beige;S;1,00;Cerro Verde ;marzo-2026
13/03/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;La Grieta;marzo-2026
13/03/2026;POLPLCA16T2XL;[POLPLCA16T2XL] CLASSIC POLO (2XL, Blanco - Blanco);CLASSIC POLO;Blanco;2XL;-1,00;La Grieta;marzo-2026
14/03/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;La Grieta;marzo-2026
14/03/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;La Grieta;marzo-2026
14/03/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;marzo-2026
15/03/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Cerro Verde ;marzo-2026
17/03/2026;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Sambil Valencia;marzo-2026
20/03/2026;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;La Grieta;marzo-2026
20/03/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Cerro Verde ;marzo-2026
21/03/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;La Grieta;marzo-2026
21/03/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;La Grieta;marzo-2026
21/03/2026;POLPLCA14TS;[POLPLCA14TS] CLASSIC POLO (S, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;S;1,00;Cerro Verde ;marzo-2026
21/03/2026;POLPLCA33TM;[POLPLCA33TM] CLASSIC POLO (M, Beige - Oxford Tan);CLASSIC POLO;Beige;M;1,00;La Grieta;marzo-2026
21/03/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Sambil Chacao ;marzo-2026
23/03/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;La Grieta;marzo-2026
24/03/2026;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Cerro Verde ;marzo-2026
24/03/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;2,00;Cerro Verde ;marzo-2026
24/03/2026;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;2,00;Cerro Verde ;marzo-2026
24/03/2026;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Cerro Verde ;marzo-2026
26/03/2026;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Sambil Valencia;marzo-2026
27/03/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;La Grieta;marzo-2026
28/03/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;Sambil Chacao ;marzo-2026
29/03/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;Sambil Chacao ;marzo-2026
29/03/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Sambil Valencia;marzo-2026
29/03/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Sambil Valencia;marzo-2026
29/03/2026;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Sambil Chacao ;marzo-2026
30/03/2026;POLPLCA50TXL;[POLPLCA50TXL] CLASSIC POLO (XL, Rojo - Rush);CLASSIC POLO;Rojo;XL;1,00;Cerro Verde ;marzo-2026
31/03/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;La Grieta;marzo-2026
31/03/2026;POLPLCA14T2XL;[POLPLCA14T2XL] CLASSIC POLO (2XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;2XL;1,00;Sambil Chacao ;marzo-2026
31/03/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Chacao ;marzo-2026
31/03/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Sambil Chacao ;marzo-2026
01/04/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;Cerro Verde ;abril-2026
05/04/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Sambil Valencia;abril-2026
05/04/2026;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;Sambil Valencia;abril-2026
07/04/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;La Grieta;abril-2026
08/04/2026;POLPLCA14T2XL;[POLPLCA14T2XL] CLASSIC POLO (2XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;2XL;1,00;Cerro Verde ;abril-2026
10/04/2026;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;La Grieta;abril-2026
10/04/2026;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;Sambil Valencia;abril-2026
10/04/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Valencia;abril-2026
11/04/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;-1,00;Cerro Verde ;abril-2026
11/04/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;Cerro Verde ;abril-2026
11/04/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;-1,00;La Grieta;abril-2026
11/04/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;La Grieta;abril-2026
12/04/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;La Grieta;abril-2026
12/04/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;Cerro Verde ;abril-2026
14/04/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Valencia;abril-2026
14/04/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Valencia;abril-2026
14/04/2026;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;Cerro Verde ;abril-2026
15/04/2026;POLPLCA50T2XL;[POLPLCA50T2XL] CLASSIC POLO (2XL, Rojo - Rush);CLASSIC POLO;Rojo;2XL;1,00;Sambil Chacao ;abril-2026
15/04/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;2,00;La Grieta;abril-2026
16/04/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Cerro Verde ;abril-2026
16/04/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Sambil Valencia;abril-2026
16/04/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Sambil Valencia;abril-2026
16/04/2026;POLPLCA50TS;[POLPLCA50TS] CLASSIC POLO (S, Rojo - Rush);CLASSIC POLO;Rojo;S;1,00;La Grieta;abril-2026
17/04/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;Cerro Verde ;abril-2026
17/04/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Cerro Verde ;abril-2026
17/04/2026;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;Cerro Verde ;abril-2026
17/04/2026;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Sambil Chacao ;abril-2026
17/04/2026;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;3,00;Cerro Verde ;abril-2026
17/04/2026;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;2,00;Cerro Verde ;abril-2026
17/04/2026;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;-1,00;Cerro Verde ;abril-2026
17/04/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Cerro Verde ;abril-2026
18/04/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;La Grieta;abril-2026
18/04/2026;POLPLCA33TXL;[POLPLCA33TXL] CLASSIC POLO (XL, Beige - Oxford Tan);CLASSIC POLO;Beige;XL;1,00;Sambil Valencia;abril-2026
20/04/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Cerro Verde ;abril-2026
21/04/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;WEB;abril-2026
23/04/2026;POLPLCA16TM;[POLPLCA16TM] CLASSIC POLO (M, Blanco - Blanco);CLASSIC POLO;Blanco;M;1,00;La Grieta;abril-2026
23/04/2026;POLPLCA12TM;[POLPLCA12TM] CLASSIC POLO (M, Azul Marino - Acero);CLASSIC POLO;Azul Marino;M;1,00;La Grieta;abril-2026
23/04/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;1,00;La Grieta;abril-2026
25/04/2026;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Cerro Verde ;abril-2026
25/04/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Grandplaz ;abril-2026
27/04/2026;POLPLCA12TS;[POLPLCA12TS] CLASSIC POLO (S, Azul Marino - Acero);CLASSIC POLO;Azul Marino;S;1,00;Sambil Chacao ;abril-2026
28/04/2026;POLPLCA33TL;[POLPLCA33TL] CLASSIC POLO (L, Beige - Oxford Tan);CLASSIC POLO;Beige;L;1,00;Sambil Valencia;abril-2026
28/04/2026;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Cerro Verde ;abril-2026
28/04/2026;POLPLCA30TM;[POLPLCA30TM] CLASSIC POLO (M, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;M;1,00;Cerro Verde ;abril-2026
30/04/2026;POLPLCA33TM;[POLPLCA33TM] CLASSIC POLO (M, Beige - Oxford Tan);CLASSIC POLO;Beige;M;1,00;Tolon;abril-2026
30/04/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Grandplaz ;abril-2026
30/04/2026;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;1,00;Tolon;abril-2026
01/05/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Tolon;mayo-2026
01/05/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Sambil Chacao ;mayo-2026
01/05/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Cerro Verde ;mayo-2026
03/05/2026;POLPLCA50TS;[POLPLCA50TS] CLASSIC POLO (S, Rojo - Rush);CLASSIC POLO;Rojo;S;1,00;La Grieta;mayo-2026
04/05/2026;POLPLCA33T2XL;[POLPLCA33T2XL] CLASSIC POLO (2XL, Beige - Oxford Tan);CLASSIC POLO;Beige;2XL;1,00;Grandplaz ;mayo-2026
04/05/2026;POLPLCA30T2XL;[POLPLCA30T2XL] CLASSIC POLO (2XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;2XL;1,00;Grandplaz ;mayo-2026
04/05/2026;POLPLCA14TL;[POLPLCA14TL] CLASSIC POLO (L, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;L;1,00;La Grieta;mayo-2026
05/05/2026;POLPLCA12TL;[POLPLCA12TL] CLASSIC POLO (L, Azul Marino - Acero);CLASSIC POLO;Azul Marino;L;-1,00;La Grieta;mayo-2026
05/05/2026;POLPLCA30TXL;[POLPLCA30TXL] CLASSIC POLO (XL, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;XL;1,00;La Grieta;mayo-2026
05/05/2026;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;La Grieta;mayo-2026
05/05/2026;POLPLCA30TL;[POLPLCA30TL] CLASSIC POLO (L, Gris Claro - Plomo Plata);CLASSIC POLO;Gris Claro;L;-1,00;Cerro Verde ;mayo-2026
05/05/2026;POLPLCA50TXL;[POLPLCA50TXL] CLASSIC POLO (XL, Rojo - Rush);CLASSIC POLO;Rojo;XL;1,00;Cerro Verde ;mayo-2026
06/05/2026;POLPLCA16TL;[POLPLCA16TL] CLASSIC POLO (L, Blanco - Blanco);CLASSIC POLO;Blanco;L;1,00;Cerro Verde ;mayo-2026
09/05/2026;POLPLCA16TS;[POLPLCA16TS] CLASSIC POLO (S, Blanco - Blanco);CLASSIC POLO;Blanco;S;1,00;Sambil Chacao ;mayo-2026
09/05/2026;POLPLCA14TXL;[POLPLCA14TXL] CLASSIC POLO (XL, Azul Turquesa - Azul Turquesa);CLASSIC POLO;Azul Turquesa;XL;1,00;Cerro Verde ;mayo-2026
09/05/2026;POLPLCA33TS;[POLPLCA33TS] CLASSIC POLO (S, Beige - Oxford Tan);CLASSIC POLO;Beige;S;1,00;Sambil Valencia;mayo-2026
